D3_inulin	D3_control	D2_xos	D2_inulin	D2_control	PCR_blank	D8_xos	D8_inulin	D8_control	D7_xos	D1_xos	D7_inulin	D7_control	D6_xos	D6_inulin	D6_control	D5_xos	D5_inulin	D5_control	D4_xos	D4_inulin	D1_inulin	D1_control	D4_control	D3_xos
EC:3.1.3.41	6187.66	8076.79	1768	3750.1	3657.6	2364.23	4793.27	12685.43	4620.86	1971.2	8566.58	2253.67	8086.62	4006.2	6901.63	5326.18	11842.4	21396.6	41436.63	2606.4	38832.6	3088.07	6892.26	7931.77	3644.67
EC:3.1.3.45	23213.67	26538.21	16642.57	13324.81	29638.12	7439.87	23909.94	37028.59	11893.77	30536.75	20830.12	28627.48	40417.24	28324.37	40019.09	29614.58	24773.98	23159	33177.07	33769.67	27134.86	49017.5	41866.24	28034.31	19159.7
EC:3.1.3.48	141949.27	140698.62	142737.4	132942.32	148376.19	41863.29	132100.24	144607.84	200781.38	111127.18	179726.12	79149.97	190583.87	129460.75	153629.72	119745.87	145486.25	150935.14	264132	130236.73	126710.56	115192.49	127685.3	175649.78	88535.85
EC:3.1.3.5	69324.48	85013.13	32223.09	31084.05	72417.02	24401.91	58642.53	106792.83	22204.07	77718.81	46801.65	68716.23	111204.88	87667.88	122553.55	93946.21	75386.65	79748.79	128993.08	123472.43	102554.03	91735.05	89494.13	52346.4	53472.57
EC:3.1.3.6	28735.56	30332.95	23792.25	15099.02	34106.6	10514.86	35427.73	40216.56	12252.4	29888.48	60308.43	27698.12	50242.02	32671.46	42975.93	31873.86	27787.84	27431.97	37668.09	37827.4	27756.14	37297.53	43298.29	25532.79	20757.78
EC:3.1.3.7	64919.61	68263.71	62186.77	59423.56	89457.26	21515.88	62557.55	94277.02	84313.79	69418.93	58023.83	66125.44	114808.1	77488.04	96522.49	73997.93	77414.29	70522.42	129862.21	64527.92	69726.02	80250.9	74451.96	87011.4	42999.47
EC:3.1.3.70	11013.67	15358.34	1879	2677.67	4828	4417	5812.34	10898	2557.34	9997.33	2648.33	6423	12424	14478	20276.67	15358.33	11196.33	10236	16042	27529.33	14929.33	5343.33	2899.33	8233	7301.5
EC:3.1.3.71	879.74	1531.46	1806.71	799.41	2067	300.56	621.89	718.27	725.67	730.08	1591.81	304.42	693.31	697.45	723.95	482.44	646.16	529.78	2351.18	625.36	1013.15	4502.89	4431.08	3667.25	686.23
EC:3.1.3.73	52050.42	56238.24	37868.97	42967.57	49016.07	15603.86	36147.26	48920.26	95715.07	44215.26	26425.01	24694.95	65857.83	46093.78	45360.43	54266.92	48039.39	34229.16	73429.37	50823.68	33611.89	37595.8	28702.52	73463.66	33056.06
EC:3.1.3.77	58.5	126.12	29.95	0	72.08	0	324.75	1160.29	0	0	44	0	72.5	312.55	616.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	17.5
EC:3.1.3.78	11013.67	15345.34	1879	2677.67	4815	4309.33	5812.34	10874	2523.67	9764	2648.33	6423	12424	14478	19911.67	14984.33	11196.33	10236	16042	27529.33	14929.33	5324.33	2899.33	8233	7284
EC:3.1.3.81	11072.17	15484.46	1911.95	2798.67	4904.08	4552	6883.09	13299.29	2727.34	10291.33	3302.33	6595	12512.5	15285.55	21124.05	17017.25	11736.75	10948.79	17007.29	27648.33	14991.33	5762	7153.58	8464.55	7404.5
EC:3.1.3.82	16026.34	19217.94	6512.75	6475.53	11024.06	6021.66	10833.14	16936.62	5568.07	13591.35	7500.46	9701.13	23198.18	17855.05	23752.08	20046.08	15625.35	15537.93	23608.46	29209.65	16855.86	21788.46	19308.84	10551.72	11689.06
EC:3.1.3.83	16026.34	19217.94	6512.75	6475.53	11024.06	6021.66	10833.14	16936.62	5568.07	13591.35	7500.46	9701.13	23198.18	17855.05	23752.08	20046.08	15625.35	15537.93	23608.46	29209.65	16855.86	21788.46	19308.84	10551.72	11689.06
EC:3.1.3.87	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:3.1.3.89	15615.84	20884.63	6129.45	6448.17	10930.75	6371.33	9716.25	16431.29	21176.51	15034.66	4407.33	8173.33	19000.34	19577.05	23265.38	23197.91	16143.08	14043.96	26625.13	30199.16	17216.83	6784	4223.91	27846.72	10982.83
EC:3.1.3.90	7001.55	4321.42	4724.77	13431.24	10944.3	1712.72	4452.14	6237.45	7207.65	5194.78	4724.24	4891.39	3882.76	16662.55	23161.45	11724.92	6936.14	5433.76	8739.64	3486.41	3268.55	3237.14	7063.24	4881.5	2300.8
EC:3.1.3.92	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4136.4	0	48
EC:3.1.31.1	811.4	629.33	5198.3	619.3	5572.3	1945.2	860.4	1202	619.8	698	4079.4	691.2	10158.8	3519.57	1709.77	1236.03	765.3	791.5	976.8	1425.6	19808.2	893.2	1005.15	1766.6	1555.4
EC:3.1.4.14	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:3.1.4.16	28735.56	30332.95	23792.25	15099.02	34106.6	10514.86	35427.73	40216.56	12252.4	29888.48	60308.43	27698.12	50242.02	32671.46	42975.93	31873.86	27787.84	27431.97	37668.09	37827.4	27756.14	37297.53	43298.29	25532.79	20757.78
EC:3.1.4.17	30	0	24	0	51	0	45	97	22	0	46	0	40	51	63	22	21	27	25	29	30	29	0	3507	0
EC:3.1.4.3	3009.12	780.46	3315.46	1790.41	9776.25	953.69	2110.52	802.92	1617.17	1419.83	3713.81	918.42	1076.94	1538.83	1499.83	997.94	1559.29	1265.16	2988.81	1941.36	618.4	784.02	12665.33	1080	802.23
EC:3.1.4.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.4.46	77362.66	85233.79	81452.25	58179.39	123965.09	31657.02	72873.93	117815.02	67025.11	88327.33	84686.01	93585.81	144696.43	118970.24	150730.04	100999.1	83276.9	86289.39	160822.37	94474.45	75695.23	93383.4	93336.72	91831.92	55352.22
EC:3.1.4.52	22027.34	30716.68	3758	5419.34	9656	8969	12168.68	23132.42	5245.68	20100.66	5296.66	12956	24848	29451	40764.34	32295.66	22392.66	20472	32084	55090.66	29858.66	10838.66	5901.66	16562	14636.5
EC:3.1.4.55	20909.35	24105.24	14581.19	12220.53	32532.67	7426.08	22033.58	35463.94	8296.7	28052.61	20464.18	26248.04	41921.44	27485.55	39066.75	28135.01	23734.56	21743.41	34182.91	33946.58	26484.04	41227.33	34182.36	15869.52	16181.2
EC:3.1.5.1	55349.55	57392.74	57379.99	47718.9	59131.88	15449.43	58038.45	60537.77	76824.89	55507.22	69407.76	42612.12	90439.56	47964.34	57881.6	50698.93	58179.22	44874.41	68228.69	68610.71	60800.31	61291.56	57716.87	76335.32	37296.73
EC:3.1.6.1	21943.94	26631.58	14676.14	14790.41	37069.19	7214.53	20735.25	34244.34	7172.98	37625.91	39601.88	38982.97	61247.64	29168.33	47956.45	28633.69	29371.88	30342.48	40804.87	34529.8	32745.53	90610.27	82828.29	18492.11	19384.36
EC:3.1.6.12	204.5	215.97	25.58	26.08	705.42	15.75	4.33	26.83	21.58	200.58	18.25	77.17	2056.25	74	44.08	68	5	22.42	13	33.33	59	1.33	2.67	48.25	82.57
EC:3.1.6.13	28	26	14	13	100	0	16	16	0	9	7	0	108	33	32	54	66	91	578	13	15	0	74	18	0
EC:3.1.6.14	0	0	0	0	0	0	0	0	14.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.6.6	6785.44	5874.07	9900.62	8967.35	24937.21	1702.24	4774.51	10194.87	1989.42	13782.14	6491.74	25616.1	25590.74	7821.26	13103.41	7589.11	6218.83	9167.86	18152.37	4009.54	11435.83	11488.49	12305.34	5461.11	6208.33
EC:3.1.6.8	744.2	849.67	1236.13	646.13	2210.07	188	1113.73	1633.33	232.83	303.33	2082	306.67	2172	363.2	828.93	381	318	361.67	536	507.33	280	3952.53	2553.67	409	684.67
EC:3.1.7.2	11072.17	15484.46	1911.95	2749.67	4904.08	4552	6681.09	13299.29	2727.34	10110.33	2692.33	6533	12501.5	15285.55	21104.05	17017.25	11736.75	10948.79	17007.29	27633.33	14937.33	5564	3023.58	8464.55	7356.5
EC:3.10.1.1	136.5	104.5	11.25	21.75	58.75	11.75	0	17.5	16.25	191.25	12.25	72.5	131.25	13	15.75	0	0	15.75	0	29	59	0	0	41.25	53.5
EC:3.11.1.1	4881.29	5602.73	6193.82	5019.46	12152.87	3228.7	10335.5	19905.41	4558.41	12708.75	11514.45	13723.65	13790.16	36051.64	52196.55	26497.21	11462.82	8608.74	20331.3	6009.14	26847.7	26569.88	18538.79	8955.8	4699.34
EC:3.11.1.2	186	109	188	137	973	68	124	170	65	107	119	41	100	226	227	140	945	721	1135	90	135	98	73	3565	246
EC:3.13.1.1	0	0	0	0	0	0	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.2.1.1	60117.3	69662.52	68357.3	63079.83	49268.38	16437.18	75278.69	75493.5	40189.23	82921.51	55518.18	44271.7	72562.06	56162.48	88967.96	57072.14	73586.23	85659.12	94973.02	114065.25	55100.58	75739.59	66220.36	122712.31	46761.07
EC:3.2.1.10	45057.76	43303.67	45603.69	67950.34	30954.87	11452.12	34052.38	26266.7	96695.21	31350.91	57233.73	12587.28	42758.73	22327.02	22418.38	23749.66	34152.64	28370	33494.63	32468.26	15495.29	29246.39	27259.47	64518.39	23000.99
EC:3.2.1.11	6229.84	5313.67	798.42	664.55	1091.61	606.64	1297.11	3362.67	918.52	2439.74	4612.34	1113.5	2259.34	3003.26	2387.61	2622.31	4576.83	3421.46	2926.77	1010.94	1105.63	4067.49	3383.74	1069.71	2701.93
EC:3.2.1.122	16530.67	22611.46	9795.42	11188.91	13253.71	8708	17712.19	32084.62	13161.04	17450.53	11638.63	18646.4	21669.7	34042.22	49780.92	31380.22	25307.52	31801.96	58647.16	35186.83	42210.73	10696.97	9678.93	15979.42	11111.1
EC:3.2.1.130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	127	0	0	40	0
EC:3.2.1.132	30	15	24	0	214	0	45	97	22	0	46	0	40	51	63	45	71	197	319	29	30	29	0	3507	0
EC:3.2.1.135	370.95	943.12	1247.07	276.27	785	41.02	2511.44	491.25	113.58	34.08	5042.39	74.59	75.11	248.08	440.91	224.27	522.54	433.16	1683.64	499.61	268.15	420.44	1282.74	253.17	266.9
EC:3.2.1.136	280.5	213.5	101.25	87.75	164.75	49.75	50	92.5	61.75	282.25	579.25	148.5	283.25	179	121.75	178	85	66.75	391.34	190	136	421	516	1381.25	194.5
EC:3.2.1.139	5531.14	4313.55	11709.51	8368.41	21757.15	1557.62	5911.74	10262	3117.96	12295.82	6519.79	17753	17639.48	8136.86	11649.9	8381.22	6350.93	7045.84	11706.56	4607.28	10374.76	11547.56	12537.48	4603.61	5774.4
EC:3.2.1.14	8327.52	9253.21	6220.7	4040.51	7965.85	2349.3	7818.71	18238.43	3705.9	13960.7	15517.87	7734	11045.16	9394.73	12391.1	9662.86	10743.31	8041.35	15710.79	4240.06	5969.12	20868.21	14284.31	8605.78	7427.26
EC:3.2.1.141	0	0	0	0	4	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.2.1.156	4017.5	3355	9669.25	10096.33	1854.5	745.25	7428.25	1818	5672.58	6996.25	5246.25	1448.75	1482.25	2826.08	4544.58	1667	5216.5	5937.5	1988	10139	2105.5	1957	2582.75	9285.67	2819.5
EC:3.2.1.165	62.62	195	238.5	141.75	562	28.12	84.62	81.25	191	186	544	82.5	377.62	272.12	251.62	161.75	91.62	89.62	208.62	42.75	34	402.12	502	19.25	65.75
EC:3.2.1.17	12443.89	17861.5	2719.25	4480.67	8149.44	5421.11	9762.91	20118.49	3683.73	12674.49	5277.28	7621.7	15010.77	18224.62	25887.31	23071.62	14793.01	14190.89	20315.61	28401.08	16122.13	17730.46	14838.68	16488	8868.1
EC:3.2.1.170	922.62	1102.46	1857.07	2589.77	2715.5	1158.19	1473.77	1821.23	1520.92	3404.08	1267.81	2711.92	10159.69	706.08	1791.08	1421.69	6276.54	5589.16	17188.81	2380.61	41894.15	1995.77	886.58	3263	1755.73
EC:3.2.1.172	20986.09	20109.61	28088.87	21738.4	52405.5	7991.14	25128.54	46053.98	27406.98	34835.33	17452.15	49337.3	55028.32	57983.02	76629.06	50380.66	24432.43	22699.37	39848.4	14459.82	28611.78	35997.27	42798.17	19010.89	18221
EC:3.2.1.177	55121.21	64394.02	33328.82	29126.01	49566.12	16581.97	40332.5	68670.32	36167.54	57525.84	40858.41	45108.8	79443.22	60474.36	75185.45	61517.59	50630.86	42706.63	66358.38	72130.78	53599.17	63781.66	56104.83	48450.56	37056.63
EC:3.2.1.18	21603.71	19533.42	28940.5	20961.23	49389.48	4560.41	36320.83	32340.79	7649.55	28857.2	90283.73	44290.94	52504.12	16938.02	31016.19	15079.99	15853.26	18939.19	26480.36	15063.42	23869.82	47466.42	42464.03	15288.67	16950.24
EC:3.2.1.180	16301.8	17172.78	18173.46	13945.68	27999.5	5899.28	14543	29270.19	14409.33	21517.07	11474.34	26995.62	30188.1	31154.92	39994.59	26465.88	18634.15	13818.71	28933.85	11449.67	16587.07	14166.79	16465.19	11658.21	12140.33
EC:3.2.1.183	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	438	144	0	0	0	0	0	16
EC:3.2.1.184	3508.6	4209.38	3290.64	2842.88	3614.49	1428.03	2649.23	2186.83	13940.46	8434.03	3674	4625	6096.89	3628.27	4490.71	5308.71	5227.1	3690.43	4121.39	2525.94	3960.33	5614.87	4044.54	4724.48	3792.97
EC:3.2.1.185	875	1320.33	112	124.67	38	35.67	972	1016	48.33	32	106	23.33	137.33	56	69.33	32.67	52.33	110.67	120	84.33	39.33	71.33	93.67	128	1234.33
EC:3.2.1.187	0	0	4.67	0	3.67	0	12.33	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	0	4	0
EC:3.2.1.20	109983.24	111411.92	121104.06	117122.03	166770.55	31795.37	115067.72	159853.17	100447.6	132194.29	152942.33	130952.78	200896.57	122958.76	158015.96	108264.44	111514.28	98440.25	165084.22	100331.59	93700.64	178393.23	152926.89	120718.88	77995.82
EC:3.2.1.21	201313.37	196171.4	220349.73	240341.8	250725.61	48007.02	217834.66	247051.47	271422.73	233637.74	264900.06	202768.11	350518.94	174073.64	239812.96	171878.07	206188.76	187033.6	257443.21	187491.39	240166.7	292386.42	266613.02	237857.71	146596.3
EC:3.2.1.22	119576.94	117970.79	129429.39	155214.93	139889.61	31897.64	112564	119441.16	169913.45	123314.67	120398.63	107614.04	173174.09	101934.39	132249.59	99501.96	117440.14	100266.8	145857.53	124774.22	103096.97	123911.15	109057.47	146980.2	76151.5
EC:3.2.1.23	225841.82	230385.77	244223.31	237451.87	302978.04	57783.72	267878.98	302873.12	253451.36	256878.63	338403.63	237905.76	407826.9	224952.27	297943.22	214956.28	233701.32	205477.95	305843.35	218276.62	182552.67	292521.59	280311.36	265819.2	157225.59
EC:3.2.1.24	31797.33	28614.32	49252.66	38667.8	30015.87	6637.38	51741.05	27504.94	19880.86	37659.98	88804.37	25209.38	32497.22	30481.41	49043.56	24265.36	29739.62	33315.55	29035.1	42567.61	18804.77	40938.32	40117.03	30611.4	23288.98
EC:3.2.1.25	28191.19	26133.93	36358.49	34844.88	52679.95	5797.99	28080.19	36590.75	31147.79	40703.62	17271.42	57853.63	58620.26	25101	35128.85	25944.49	21956.98	24469.49	33587.49	22995.19	29194.29	23763.34	23417.35	32890.82	19723.23
EC:3.2.1.26	82167.79	79098.13	93572.98	109119.03	63292.77	20837.68	77260.84	62845.79	131178.64	67359.2	75190.37	36122.07	84299.13	66872.66	78396.04	62832.02	83779.97	65644.87	88971.59	103130.51	62102.84	32976.23	35297.83	105650.81	44205.96
EC:3.2.1.28	11158.67	15702.58	2172.9	2885.67	5580.66	4794.67	7749.84	16007.37	2860.51	10620.66	3568.33	6733	13236.5	16110.1	22486.43	19038.67	12638.67	11747.58	17954.08	27878.83	15127.83	9081.67	3588.33	8877.1	7502
EC:3.2.1.31	22925.21	26613.62	15549.3	10262.66	22233.34	8854.73	18738.79	22394.14	5582.53	20720.82	42882.86	21122.2	32180.83	24257.82	30664.54	21443.99	16471.33	17231.32	26165.84	34107.61	22360.75	13837.57	11172.91	18252.03	15962.32
EC:3.2.1.35	5992.17	6324.79	11291.89	6745.08	14704.56	1887.19	13955.73	18277.42	4993.78	13990.6	27834.03	8514.35	20903.62	7926.16	11838.69	7361.02	11634.8	8437.23	14661.81	5283.3	7655.37	34757.32	32988.27	4746.92	6353.16
EC:3.2.1.37	11759.66	10808.29	16910.04	27211.17	9490.58	2925.42	13378.5	12032.08	21699.24	11423.41	6915	6495.08	20347.83	21353.96	29127.29	15733.68	16055.59	11296.96	11553.79	14455.33	6494.49	4786.16	4004.17	16412.55	6751.49
EC:3.2.1.4	32539.32	36772.62	16005.73	17404.22	36282.58	10087.46	15028.43	33031.78	26532.38	29598.85	15465.56	25622.41	63391.42	30044.31	35200.08	30722.44	30105.71	23623.07	50999.69	40247.24	65224.89	27964.68	23830.51	61223.94	23402.71
EC:3.2.1.40	27402.77	26606.58	35566.69	53771.56	81559.3	7666.98	36607.9	55196.25	29054.23	56807.54	64341.74	75274.2	106670.39	34488.74	60539.33	29822.4	37261.02	36597.15	47862.17	16936.03	39015.53	129013.39	117364.73	30183.01	24948.27
EC:3.2.1.41	22789.42	22892.94	36585.14	29789.62	27897.43	4312.83	39170.86	39664.81	14711.47	36312.56	30168.01	25514.98	33938.39	18159.49	31244.14	17176.44	30956.85	40632.85	55244.73	29088.55	37523.26	40404.31	45111.41	34671.96	18588.09
EC:3.2.1.45	16123.38	16699.75	18716.77	18685.86	21431.05	4353.29	20654.86	18778.53	15300.05	28161.54	31365.44	22333.06	33945.08	13245.1	23109.74	12355.73	18733.8	20642.46	17823.3	16149.83	15531.69	51617.38	48115.46	15403.86	15866.07
EC:3.2.1.46	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	20	11	7	0	0	0	0	0	0
EC:3.2.1.50	10453.91	10758.05	14823.13	12939.62	36241.83	3090.32	18638.53	28194.84	5225.07	25554.66	17814.2	34397.04	48986.93	19340.16	26176.41	20495.84	15335.97	14814.66	24280.48	7230.8	18555.8	51482.04	50811.58	9771.25	9633.43
EC:3.2.1.51	98985.4	91304.17	127669.2	121326.73	197280.25	25309.91	155827.74	178194.36	110908.86	137696.55	215482.43	161544.38	224460.47	103483.01	136904.37	107471.91	99105.92	86833.04	124991.9	66840.67	98123.61	182845.19	202618.12	95558.54	75079.78
EC:3.2.1.52	99699.33	101059.15	122255.87	95816.07	209533.29	28660.01	140758.86	184068.75	85329.43	155524.23	169132.06	178327.19	266622.58	119249.78	162995.2	117097.84	123568.57	110250.32	172875.08	96307.38	117527.34	239379.1	234091.64	107310.63	83344.11
EC:3.2.1.55	43961.46	43670.33	45429.63	41991.71	57824.78	10839.42	34382.22	65710.83	66251.6	48704.55	37509.98	53526.81	51024.37	67449.25	85529.29	54877.18	28161.66	26132.6	41658.15	21656.05	31083.78	49383.01	44081.25	55494.24	28803.39
EC:3.2.1.58	9300	6715.5	18975.42	13225	6045.17	1460.75	21008.08	7567.5	9392.75	8274.25	33933.75	6433.25	4971.25	3767.75	7173.75	2121.5	10206	8887	3223.5	16013	3207	4088.5	8118.75	8231	5499
EC:3.2.1.64	2857.6	1418.8	71.2	92.8	73.8	22.2	158.2	227.6	250.4	18.2	1580.6	26.8	101.4	107.8	199.2	103.4	3068.6	2651.6	1169	91.8	35.4	246.2	226	115	682.4
EC:3.2.1.65	0	2.8	14.8	8.2	111.8	17	1.4	0	27.9	157.2	11.8	4.8	144	5	2.2	30	20.6	146.8	0	0	4.2	2.8	5.6	43	12.4
EC:3.2.1.70	4177.49	3315.96	1620.17	712.9	1967.1	957.23	5124.77	6033.93	1127.19	1756.53	7151.33	4016.67	3807.07	15488.03	22067.83	10673	7639.07	6645.6	13035.13	1811.4	1856.13	2682.9	3024.16	4065.37	1461.6
EC:3.2.1.78	16213.12	15084.44	19117.14	16319.17	20150.36	2754.54	26973.85	29321.66	4527.94	22413.32	21896.92	17743.13	23784.95	10732.28	17522.46	8565.3	13518.97	14776.35	14173.47	15414.5	11215.32	27269.95	25730.19	16002.58	14562.82
EC:3.2.1.8	4719.47	4277.72	7804.93	6687.83	15882.9	1564.87	4371.74	9832.5	5447.71	10549.4	3685.54	16960.5	17563.23	8715.36	11789.15	8656.39	4629.6	4192.09	7801.07	4177.28	27454.09	6227.89	4429.48	6722.69	4383.73
EC:3.2.1.80	13604.71	12124.22	14006.08	11935.31	30051.97	2946.07	18204.88	26812.89	6336.87	24153.57	22917.67	31834.7	38814.88	15108.12	23807.26	14134.42	16842.94	16351.88	20694.07	9246.31	17073.29	38949.93	38376.16	9348.88	11401.83
EC:3.2.1.82	0	15	0	0	163	21	0	0	0	0	15	0	0	60	23	71	100	259	581	0	0	0	0	0	0
EC:3.2.1.85	3242.73	6490.16	6277.3	3501.47	7112.3	4429.03	4813.57	6938.83	2218.13	5192.5	10817.73	5808.87	11385.47	19957.07	27209.77	13650.03	8012.8	17569	34369.63	3960.6	21975.2	3306.37	2997.16	3053.1	3178.97
EC:3.2.1.86	90251.08	101681.13	64074.75	65282.33	90926.17	38620.49	106366.49	149253.92	100398.15	101823.6	69100.96	98096.59	133677.89	226995.13	309776.63	186283.04	128369.06	115188.59	238931.31	140997.9	275209.11	58652.56	50227.03	138697.92	55207
EC:3.2.1.89	11929.54	14217.07	7709.19	8580.75	8897.71	3970.14	8939.84	18907	21007.52	14631.04	6545.77	9348.1	11228.64	24236.23	28660.38	19218.08	7801.9	4597.13	10381.64	6223.84	5274.83	6234.86	4996.84	30817.78	7504.13
EC:3.2.1.91	22	3	209	73.4	488	4	6	14	23	12	21	9	69.6	5	8.6	6.2	5	0	4	7	35.6	7	4.2	21.8	12.2
EC:3.2.1.93	17377.62	20606.89	10094.19	6290.21	14954.18	8573.09	14428.96	21562.41	6064.46	15525.94	11701.14	11991.92	26704.39	34860.33	45264.1	29633.21	23652.36	21683.55	43782.4	32930.34	37840.41	9531	9339.16	19748.98	11137.06
EC:3.2.1.96	1411.33	2120.66	4964	420.99	4447	3054.33	902.67	1501.33	296.65	194	4191.33	683.67	6388.67	4017.99	1222.32	562.33	5835	5384	16209.33	1112	435	421.67	1501.06	1326.68	1315.67
EC:3.2.1.97	897.95	601.46	1828.41	1344.1	1953.34	146.36	701.43	352.25	1881.59	373.41	6576.31	249.92	3355.02	612.75	619.08	492.02	2204.87	1148.49	4509.48	925.61	569.82	1721.1	2492.08	423.33	565.23
EC:3.2.1.99	10698.31	9422.66	17180.41	14783.02	34481.91	3085.45	10160.5	21238.43	9788.92	23159.22	10571.59	33905.8	34359.67	16821.37	23200.98	14411.06	10812.53	12082.6	18660.05	7564.25	19369.46	14815.3	23308.92	15926.52	10425.94
EC:3.2.2.1	37252.14	32521.03	48252.64	32513.76	34484.7	9288.05	54928.57	28509.9	37553.1	18674.44	119925.06	15343.83	27314.63	31454.62	39513.43	21642.46	27940.7	26591.33	36100.08	34560.57	11044.16	15712.74	37105.17	40215.21	20988.17
EC:3.2.2.20	28939.5	36769.01	20227.26	14305.41	29040.9	12543.71	26967.82	46386.77	18474.46	32980.77	33932.69	24207.04	54720.31	49297.58	64803.88	45539.71	39610.1	44867.66	79523.65	40156.86	44638.82	41750.87	34520.08	28113.4	20371.77
EC:3.2.2.21	17659.52	20826.34	14538.88	8443.3	23112.05	10307.22	19141.17	27573.06	6979.73	19764.32	17733.04	18154.95	29049.33	51461.28	67644.07	40632.64	21256.09	19211.62	37859.74	34076.37	21535.76	22009.55	29459.39	26352.4	11732.24
EC:3.2.2.23	23428.37	30014.32	13504.22	9774.57	21710.64	10548.62	20371.77	38832.69	9799.62	26101.52	31912.2	19289.67	42503.01	41297.01	58059.31	35481.54	32641.08	41264.1	70424.09	34665.17	60207.86	49400.46	45741.28	21362.68	17449.1
EC:3.2.2.24	18	2.33	0	0	0	0	2	14	48	0	0	29	72	49.67	16.67	107.33	0	0	16	11	9	2	36	63	3
EC:3.2.2.26	71	37	98	191	77	27	176	158	600	50	28	4	13	113	64	105	465	159	100	214	76	23	31	397	53
EC:3.2.2.27	63312.2	64994.99	58662.04	57667.52	68702.55	18340.46	61466.21	75705.84	57475.43	58226.85	89715.08	42804.27	88997.38	65381.14	87198.7	57871.63	67292.94	68152.4	109741	68334.2	79024.02	79092.84	70975.99	64396.41	42030.16
EC:3.2.2.4	18944.9	23504.64	11871.32	10659.06	24454.7	6622.39	20733.08	34389.19	6605.55	26979.17	18073.07	25643.65	35982.25	26018.97	37748.14	26958.65	21384.25	19961.78	29126.6	32338.14	25364.86	37109.1	30063.51	14143.19	15240.07
EC:3.2.2.5	0	0	0	0	0	0	0	29.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.2.2.8	11047.67	15403.34	1910	2763.67	5124	4476	5828.34	10977	2620.34	10113.33	2677.33	6468	12458	14502	20012.67	15475.33	11311.33	10485	16607	27561.33	15117.33	5464.33	2953.33	8449	7390
EC:3.2.2.9	70696.08	67368.65	68054.78	63088.01	84283.88	21134.51	66599.41	77022.51	81482.97	57920.18	79427.44	47296.74	91866.78	68716.56	83569.72	63730.15	69947.52	67614.09	120927.46	74423.73	80776.47	46048.22	62653.42	80948.03	44248.79
EC:3.3.1.1	9939.09	9605.93	11512.23	8305.71	20444.61	1914.35	14905.62	11970.99	4510.38	12932.24	42636.95	16685.37	27753.11	9650.72	16158.56	7426.7	10177.67	12487.57	13670.53	6069.74	7905.8	31847.15	28832.02	9511.32	7637.27
EC:3.3.2.1	11072.17	15484.46	1908.95	2790.67	4900.08	4552	6883.09	13299.29	2688.34	10284.33	3302.33	6595	12507.5	15285.55	21124.05	16999.25	11715.75	10935.79	16983.29	27648.33	14983.33	5754	7148.58	8451.55	7400.5
EC:3.3.2.12	58.5	139.12	29.95	0	85.08	0	324.75	1136.58	0	0	44	0	72.5	312.55	628.38	61.92	519.42	699.79	941.29	72	0	79.67	16.25	122.55	17.5
EC:3.3.2.2	0	0	0	0	15	0	18	30.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.3.2.5	0	0	0	0	15	0	18	30.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.4.11.1	15028.29	17703.42	8775.52	4062.84	11576.08	6766.69	9005.86	16520.42	3766.76	14950.91	9225.64	11321.92	22641.29	19941.63	24275.23	19156.64	13750.29	13286.95	21605.1	29470.44	17453.08	17130.77	18180.84	12800.85	11476.73
EC:3.4.11.10	97	63	70	49	104	85	250	68	41	211	753	83	87	127	85	21	50	42	79	89	54	198	4130	60	62
EC:3.4.11.14	0	0	54	0	81	0	88	8	0	0	4199	0	0	0	92	0	46	53	0	70	0	139	56	0	0
EC:3.4.11.18	97896.09	95207.97	101251.52	90357.34	118593.01	27521.76	95661.35	115654.1	133019.21	90325.57	106556.52	79163.24	142231.55	93370.16	112942.6	88995.61	104919.18	92616.05	164337.46	96146.91	99666.95	101244.28	106763.21	132242.23	62419.76
